picture_name,robot_pose,line,direction
picture_28.jpg,"[-0.03830539627518711, -0.5554496692464734, 0.10004041441711381, -0.7084919539674422, -0.70571888958826, 6.019101446566866e-06, 2.3408462677712323e-06]",0,positiv_x
picture_29.jpg,"[-0.037996812049520434, -0.5554202214236943, 0.1000165106786704, -0.7084851059817358, -0.7057257635517006, -1.4893586646388609e-05, 3.224281601424205e-05]",0,positiv_x
picture_30.jpg,"[-0.037648218467971915, -0.5554238750028944, 0.10003807193129316, -0.708488224596222, -0.7057226332869365, -2.981736138133315e-07, 2.179349970943408e-05]",0,positiv_x
picture_31.jpg,"[-0.0373450223958394, -0.5554480893705974, 0.10004328960639786, -0.7084925280623119, -0.7057183131309046, 1.3750491490782598e-05, 1.5712778117011558e-06]",0,positiv_x
picture_32.jpg,"[-0.03698339972493459, -0.5554475246113771, 0.10004180453081873, -0.7084844553257168, -0.7057264175299344, 1.2138490538718118e-05, 3.852850761816926e-06]",0,positiv_x
picture_33.jpg,"[-0.03668099319493162, -0.5554450793654787, 0.10003119622532058, -0.7085065108065054, -0.7057042751013446, 4.245745246798416e-06, 1.5180601390085675e-05]",0,positiv_x
picture_34.jpg,"[-0.0363261357596078, -0.5554773908123884, 0.10004222650123057, 0.7084942945688185, 0.7057165378222601, -3.930703573763379e-05, 3.5532404722005744e-05]",0,positiv_x
picture_35.jpg,"[-0.03600336516646257, -0.5554867274084305, 0.10004488179135379, 0.7084944576594974, 0.7057163737955239, -4.271938073357063e-05, 3.7386171560805415e-05]",0,positiv_x
picture_36.jpg,"[-0.03565916447688576, -0.5554733862039842, 0.10004423583459154, 0.7085059874815665, 0.7057047994378249, -2.8570916948812397e-05, 3.060869987464593e-05]",0,positiv_x
picture_37.jpg,"[-0.035345200057188685, -0.5554508202148333, 0.10004502999623738, 0.7084979150058608, 0.7057129050586901, -8.073392085031384e-06, 8.903365878499239e-07]",0,positiv_x
picture_38.jpg,"[-0.034979615643431494, -0.5554137903738271, 0.1000214400120285, -0.7084789990923133, -0.7057318937540447, -2.000704138611113e-05, 3.978947253901841e-05]",0,positiv_x
picture_39.jpg,"[-0.03467014968805516, -0.5554070089808139, 0.10001760336837506, -0.7084776705283141, -0.7057332266744148, -1.7589756537892137e-05, 5.311396367142647e-05]",0,positiv_x
picture_40.jpg,"[-0.03432934936496012, -0.5554244644323503, 0.10002750124647641, -0.7084971274834505, -0.7057136949008855, 4.238339156137812e-07, 3.430538504711135e-05]",0,positiv_x
picture_41.jpg,"[-0.03398698428051387, -0.5554775265587178, 0.10003263387792855, 0.7085000599018326, 0.7057107511521983, -1.958829305532284e-05, 2.106177797040208e-05]",0,positiv_x
picture_42.jpg,"[-0.033658759474776395, -0.5554690919992559, 0.10002460549485898, 0.7084920256365679, 0.7057188175126659, -1.4757478226110975e-05, 3.666632613698548e-07]",0,positiv_x
picture_43.jpg,"[-0.03333618093128117, -0.555458231236469, 0.10002698232466023, 0.708490582109426, 0.7057202666254161, -1.7717746182410145e-05, 4.741286302722029e-06]",0,positiv_x
picture_44.jpg,"[-0.03297966462590689, -0.5554530230932868, 0.10004809755375715, 0.7084951763291767, 0.705715654316906, -7.777489455382544e-06, 1.760285404732313e-05]",0,positiv_x
picture_45.jpg,"[-0.03269107305018049, -0.5554355904493343, 0.10001040228662877, -0.7085062688985063, -0.705704517689932, 1.003255702196374e-05, 2.3299913270498358e-05]",0,positiv_x
picture_46.jpg,"[-0.032324156704781296, -0.5554557256294286, 0.10003214465318472, 0.7084829719048092, 0.7057279068283934, -6.38430090144557e-06, 1.9454434690469566e-06]",0,positiv_x
picture_47.jpg,"[-0.03196755024714425, -0.5554457789634628, 0.1000107101173926, -0.708492833185853, -0.7057180065562985, -1.5160242106633724e-06, 2.3327859464072247e-05]",0,positiv_x
picture_48.jpg,"[-0.03164421725331639, -0.5554701472756186, 0.10005302177997599, 0.7084928481618663, 0.7057179913242073, -2.5538338182080157e-05, 1.3137966037207436e-05]",0,positiv_x
picture_49.jpg,"[-0.031292748019822625, -0.5554452928214059, 0.10003190011657642, -0.708494144738446, -0.7057166900871272, 9.015124690385925e-06, 1.1069567075029961e-05]",0,positiv_x
picture_50.jpg,"[-0.030982919443381204, -0.5554451653004642, 0.10003391855298155, -0.7084863858513044, -0.7057244794743508, 1.5437803810479082e-06, 1.1473008723981652e-05]",0,positiv_x
picture_51.jpg,"[-0.030646962576188264, -0.5554344852410904, 0.100036322316162, -0.7084935483646153, -0.7057172888544848, -7.797393580359079e-07, 1.1704025023611643e-05]",0,positiv_x
picture_52.jpg,"[-0.030323385520158837, -0.5554330735519125, 0.10001865234185653, -0.7084965749513794, -0.70571424996862, -1.0975904366635167e-05, 2.3514289686391976e-05]",0,positiv_x
picture_53.jpg,"[-0.029969954493776464, -0.5554354824576149, 0.1000163276507744, -0.7084966686003809, -0.7057141555990604, -6.282924368999916e-06, 3.361238088434509e-05]",0,positiv_x
picture_54.jpg,"[-0.029669262337733055, -0.5554304942446795, 0.10001569193226556, -0.7084927621127397, -0.7057180777801803, 3.300101201791731e-07, 2.6981460606541523e-05]",0,positiv_x
picture_55.jpg,"[-0.029310783257922118, -0.5554297344615244, 0.10003486283721941, -0.7084971497770892, -0.7057136732937324, -1.2182812303510201e-06, 9.084253110572386e-06]",0,positiv_x
picture_56.jpg,"[-0.02897928344444697, -0.555462900294418, 0.10006067933719504, 0.708493247305262, 0.7057175907703483, -1.6892082668157222e-05, 1.7742538936512328e-05]",0,positiv_x
picture_57.jpg,"[-0.028640996336809083, -0.555458521020972, 0.10003738198658285, 0.7084976686593226, 0.7057131522071031, -1.6996246561230652e-05, 4.1649212028586155e-06]",0,positiv_x
picture_58.jpg,"[-0.028328718296126456, -0.5554583466556618, 0.10003233308206816, -0.7084919792354109, -0.705718864152051, 9.456085340105053e-06, 7.043553657440576e-06]",0,positiv_x
picture_59.jpg,"[-0.027970602955462526, -0.5554548452232838, 0.10004353362039298, -0.7084809852235473, -0.705729901020021, 1.6810216238383902e-05, 1.0017964339752685e-05]",0,positiv_x
picture_60.jpg,"[-0.027653286981990183, -0.5554656731370213, 0.10001729010653337, -0.7084797945200776, -0.7057310965458322, 1.1114201082453339e-05, 1.2168419976697849e-06]",0,positiv_x
picture_61.jpg,"[-0.02729703572834746, -0.5554790471278431, 0.1000442563788867, 0.7084842672041867, 0.705726604550937, -4.4363987153571487e-05, 2.8017647548398955e-05]",0,positiv_x
picture_62.jpg,"[-0.026977221336745367, -0.555481251878653, 0.10005333109177, 0.7085010415828811, 0.7057097645569378, -2.9766763592184985e-05, 3.7401922759362075e-05]",0,positiv_x
picture_63.jpg,"[-0.026632578400963013, -0.5554298290178443, 0.10003419482618764, -0.7084849027036969, -0.7057259680502457, -8.744169157625615e-07, 2.568487030075886e-05]",0,positiv_x
picture_64.jpg,"[-0.026331278786680224, -0.5554232130117934, 0.10002298743825622, -0.708494859926918, -0.705715971079151, -1.8909176391501392e-05, 3.554421194675176e-05]",0,positiv_x
picture_65.jpg,"[-0.025991579172747376, -0.5554102172052418, 0.10000153214894436, -0.708504200519016, -0.7057065921621268, -3.503618179618104e-05, 4.897237551662441e-05]",0,positiv_x
picture_66.jpg,"[-0.0256685859442074, -0.5554784938679665, 0.10004738409136621, 0.7085060729854114, 0.7057047133452988, -2.8560869667370003e-05, 3.5906785215928294e-05]",0,positiv_x
picture_67.jpg,"[-0.025294020539966197, -0.5555023146908911, 0.10007195093890625, 0.7084880704890733, 0.7057227850654385, -4.675101971980293e-05, 4.92797452852239e-05]",0,positiv_x
picture_68.jpg,"[-0.02499166375982709, -0.5554733278457676, 0.10005029139981292, 0.7084880217537114, 0.7057228362456163, -2.40614138116141e-05, 2.9223348364869206e-05]",0,positiv_x
picture_69.jpg,"[-0.02463869899261525, -0.5554628552133327, 0.10003391589177629, 0.7084951456089534, 0.7057156850660004, -2.106412313854524e-05, 7.528375742572701e-06]",0,positiv_x
picture_70.jpg,"[-0.024330677165351384, -0.5554589609719752, 0.10004422781277256, 0.7084938843281561, 0.7057169514615519, -1.4663168037156675e-05, 8.625925573556351e-06]",0,positiv_x
picture_71.jpg,"[-0.023963834089742942, -0.5554219086960241, 0.10002793943838961, -0.7084833344952597, -0.705727541842259, -1.7447236147068026e-05, 3.351648298277943e-05]",0,positiv_x
picture_72.jpg,"[-0.023654860924381047, -0.5554074672339109, 0.10001846322178815, -0.708478498693268, -0.705732395035401, -2.918411166419084e-05, 5.1334370008534845e-05]",0,positiv_x
picture_73.jpg,"[-0.02330323644144787, -0.5554152167398609, 0.10002430053610029, -0.7084938552403467, -0.705716979561336, -2.028940243484905e-05, 3.786601885303286e-05]",0,positiv_x
picture_74.jpg,"[-0.023005877542042634, -0.5554634811937389, 0.10004187157756317, 0.7084951624616015, 0.7057156682076215, -1.5460782514329248e-05, 1.3256812842927129e-05]",0,positiv_x
picture_75.jpg,"[-0.022628926787872785, -0.5554724354467641, 0.10004571251593847, 0.7084839079954467, 0.7057269664458488, -2.4159835839943262e-05, 1.8945757036575055e-05]",0,positiv_x
picture_76.jpg,"[-0.02233240932238139, -0.555449069008265, 0.10002322577710948, -0.7084872231233036, -0.705723638702485, 1.662855333005675e-05, 1.3078449608094159e-05]",0,positiv_x
picture_77.jpg,"[-0.02195975928883008, -0.5554493106295234, 0.10003153017180605, 0.7084862168325523, 0.7057246492172267, -6.231771256759853e-06, 2.585576907079899e-06]",0,positiv_x
picture_78.jpg,"[-0.021659566411306726, -0.5554381438765158, 0.10002940990120374, -0.7084848121964055, -0.7057260590663336, 2.2832606444674324e-06, 2.0892881391050344e-05]",0,positiv_x
picture_79.jpg,"[-0.021313793721505728, -0.5554456039415494, 0.10003303009422576, -0.708497225276395, -0.705713597425898, 9.803381767574492e-06, 9.366971147541675e-06]",0,positiv_x
picture_80.jpg,"[-0.02099103290115664, -0.5554554230106418, 0.10003127274163714, -0.70849287362245, -0.7057179661853825, 1.3257827691120481e-05, 7.321244698706145e-06]",0,positiv_x
picture_81.jpg,"[-0.020641767234118945, -0.5554485136119539, 0.10004698072966534, 0.7084880864378786, 0.7057227721788004, -1.1850721393539138e-05, 7.9638307679312e-06]",0,positiv_x
picture_82.jpg,"[-0.020301145473092214, -0.5554529258426122, 0.10004782868957807, 0.7084718522913503, 0.7057390695516141, -1.31807939020906e-05, 6.7492144422243165e-06]",0,positiv_x
picture_83.jpg,"[-0.019965198149045293, -0.5554385112854289, 0.10002943719084395, -0.708491218484724, -0.7057196279167283, 9.075007623797784e-09, 1.0154099968293624e-05]",0,positiv_x
picture_84.jpg,"[-0.01966298312820718, -0.5554324089114653, 0.10001420068640743, -0.708491314896041, -0.705719530719043, -1.0912663725065565e-05, 2.3653468417559883e-05]",0,positiv_x
picture_85.jpg,"[-0.01928755730984999, -0.5554373786924165, 0.10003089908247953, -0.7084774312759136, -0.705733468989957, -2.461462171126282e-06, 1.0678285855405942e-05]",0,positiv_x
picture_86.jpg,"[-0.019007994200875466, -0.5554439541796378, 0.10003854694030878, -0.7085012260346413, -0.705709580799084, 3.1632872874987622e-06, 1.630291400678793e-05]",0,positiv_x
picture_87.jpg,"[-0.01865222147380275, -0.5554475129629521, 0.10003840879451437, -0.7085072851218476, -0.7057034978764188, 2.855474655625334e-06, 2.470359067144756e-06]",0,positiv_x
picture_88.jpg,"[-0.0183145115292719, -0.5554498355257157, 0.10003385663737008, -0.7084891605394936, -0.7057216938996282, 1.2403392013895411e-05, 1.9075814493053745e-06]",0,positiv_x
picture_89.jpg,"[-0.017970430441273336, -0.5554342614934356, 0.10003870410632992, -0.7084787841128163, -0.7057321109401642, -1.2563574361646192e-07, 7.067483459801858e-06]",0,positiv_x
picture_90.jpg,"[-0.01767205171666905, -0.5554430278612847, 0.1000284569188325, -0.7084991219023544, -0.7057116931080847, 1.0571900402251477e-05, 1.9035450441928453e-05]",0,positiv_x
picture_91.jpg,"[-0.017310184637599296, -0.5554449999928781, 0.10003373136239785, -0.708499336835477, -0.7057114775392782, 6.127913705095528e-06, 1.1639027922137289e-05]",0,positiv_x
picture_92.jpg,"[-0.01699196524490811, -0.5554492704744051, 0.10003455750305479, -0.7084984369257734, -0.7057123811154514, 2.7283748102934307e-06, 2.579106478886681e-06]",0,positiv_x
picture_93.jpg,"[-0.016626153813607065, -0.5554311726647602, 0.10002270980942041, -0.7084838993230977, -0.7057269756189768, -5.793236707116236e-06, 1.5813583073522325e-05]",0,positiv_x
picture_94.jpg,"[-0.016324629366260997, -0.5554271320980965, 0.10001801946520461, -0.7084807930779308, -0.7057300934105458, 6.16398809281937e-06, 3.250251718289811e-05]",0,positiv_x
picture_95.jpg,"[-0.015964394823980238, -0.5554473419898908, 0.10004072283436466, 0.7084975290331341, 0.7057132924290339, -1.53331376066474e-05, 2.794841788502507e-06]",0,positiv_x
picture_96.jpg,"[-0.0156560805163763, -0.55544239798144, 0.10003527523928635, -0.708502148716952, -0.7057086545244347, 8.806505657466679e-06, 1.0734045027571125e-05]",0,positiv_x
picture_97.jpg,"[-0.015319232661529496, -0.55544833803746, 0.10001949424453105, -0.7084962223307669, -0.7057146043204823, 5.326385892131097e-06, 1.278464705072475e-05]",0,positiv_x
picture_98.jpg,"[-0.014999159973869861, -0.5554390245643693, 0.10002562547563354, -0.7084927151493305, -0.7057181252480456, 5.638630355464102e-06, 1.5649901535663422e-05]",0,positiv_x
picture_99.jpg,"[-0.014634288977823647, -0.5554368517556997, 0.10001194250799217, -0.7084888088020022, -0.7057220466244298, -3.36924863135252e-06, 2.6442281634597376e-05]",0,positiv_x
picture_100.jpg,"[-0.01431953757217496, -0.5554389711027573, 0.10001653559129947, -0.7084980927234467, -0.7057127264786311, -4.172625906841925e-06, 1.661097043933146e-05]",0,positiv_x
picture_101.jpg,"[-0.013974621624731363, -0.5554348436651242, 0.10002326526974431, -0.7084966818963934, -0.7057141428297462, -5.632683937272469e-07, 1.8749934902324132e-05]",0,positiv_x
picture_102.jpg,"[-0.013651857900173817, -0.555435948093303, 0.10003188431906174, -0.7084995344431987, -0.705711279239131, -1.3199639600036353e-07, 6.95864284794797e-06]",0,positiv_x
picture_103.jpg,"[-0.013312953276953959, -0.5554549410112349, 0.10004474008334135, 0.7085065803304769, 0.7057042053645004, -1.0672901648929453e-05, 6.735110569488266e-06]",0,positiv_x
picture_104.jpg,"[-0.012996124681088692, -0.5554537256693359, 0.10004199809272518, -0.7085010881513807, -0.7057097193233873, 1.1419634874050306e-05, 3.2260411738095495e-06]",0,positiv_x
picture_105.jpg,"[-0.012612808262649074, -0.5554561980449939, 0.1000331563014552, 0.7084913737612667, 0.7057194720660096, -5.27859086193547e-06, 4.988229089382701e-06]",0,positiv_x
picture_106.jpg,"[-0.012336066056285188, -0.5554239980493549, 0.10001394882721909, -0.708499658536205, -0.7057111543332241, -8.809572079122884e-06, 2.064317241316456e-05]",0,positiv_x
picture_107.jpg,"[-0.011973495641345276, -0.5554513549752098, 0.10004107439730409, 0.7084957226881877, 0.7057151060002257, -3.054963868065976e-06, 9.289786526406108e-06]",0,positiv_x
picture_108.jpg,"[-0.011647787288428055, -0.5554472888918843, 0.10003861954116161, 0.7084862572425008, 0.7057246086270104, -8.232202486248233e-06, 2.999485676781324e-06]",0,positiv_x
picture_109.jpg,"[-0.011303313336153992, -0.5554646669920377, 0.10004257737766625, 0.7085039181100935, 0.7057068776218268, -2.8462860448586164e-05, 9.474361716640936e-06]",0,positiv_x
picture_110.jpg,"[-0.011006845517610683, -0.5554547390059256, 0.10002882234986638, 0.7085052768779854, 0.7057055139727977, -1.3575331717180472e-05, 3.863920288784068e-07]",0,positiv_x
picture_111.jpg,"[-0.010620569758410496, -0.5554552847692752, 0.10003773523340687, 0.7084862734308297, 0.7057245922873622, -1.1499829081924285e-05, 8.28771185942234e-06]",0,positiv_x
picture_112.jpg,"[-0.010343744779285022, -0.5554318945319697, 0.10002035350167582, -0.7084999038391947, -0.7057109077630952, -3.4394025745843306e-06, 3.020282779644295e-05]",0,positiv_x
picture_113.jpg,"[-0.00996372817558766, -0.5554460248266366, 0.10004320756632507, -0.7084847328490946, -0.7057261389448296, 1.0224096798750628e-05, 5.023735946614449e-06]",0,positiv_x
picture_114.jpg,"[-0.009651897631869173, -0.5554421757366199, 0.10003366726229679, -0.7084960958714509, -0.705714731360531, -2.9956654923461702e-06, 8.165278881448388e-06]",0,positiv_x
picture_115.jpg,"[-0.009297346784560881, -0.5554408697682928, 0.10003707085318697, -0.7084798599595078, -0.7057310307876382, 7.638382906436593e-06, 1.252313613782121e-05]",0,positiv_x
picture_116.jpg,"[-0.008992104438552813, -0.5554594848281278, 0.10005648924313654, 0.7084989155134436, 0.7057119001912292, -2.1623727591269717e-05, 1.3310657726807314e-05]",0,positiv_x
picture_117.jpg,"[-0.008630736614394148, -0.555448456976535, 0.10002797057900847, -0.708499582822455, -0.7057112306935955, 2.495066008556963e-06, 2.6669748459132787e-06]",0,positiv_x
picture_118.jpg,"[-0.008319348186871219, -0.5554381023942672, 0.10002766783314243, -0.7084812680438005, -0.705729617278516, 1.427789884578314e-06, 1.1177172187621412e-05]",0,positiv_x
picture_119.jpg,"[-0.007960246032874154, -0.5554579045352744, 0.10003702739333181, 0.7084893979563023, 0.7057214555773006, -1.0476978313291058e-05, 3.406659332682269e-06]",0,positiv_x
picture_120.jpg,"[-0.0076441802972483704, -0.5554546486196674, 0.10002852764515496, -0.7084857081577938, -0.7057251598183611, 8.06206482557711e-06, 8.396510138693233e-06]",0,positiv_x
picture_121.jpg,"[-0.007281115697465153, -0.5554405663316906, 0.100026190074537, -0.7084856241506854, -0.7057252442321751, -1.017741556956208e-06, 4.920858903287045e-06]",0,positiv_x
picture_122.jpg,"[-0.006967956906154369, -0.5554439216049011, 0.1000417414807348, 0.7084854684043984, 0.7057254005804818, -4.4709418133754675e-06, 3.915264153382551e-06]",0,positiv_x
picture_123.jpg,"[-0.00663660884980134, -0.5554413673890036, 0.10004686495074477, 0.7084841815512095, 0.7057266924502189, -7.244425718100885e-06, 1.5828231981258132e-06]",0,positiv_x
picture_124.jpg,"[-0.006317697603498604, -0.5554350835805961, 0.10003301487616462, -0.7084897667003468, -0.7057210854555372, -4.327486328059989e-06, 2.370549485434418e-06]",0,positiv_x
picture_125.jpg,"[-0.005965191111295038, -0.5554353814958293, 0.10002791109844217, -0.7084952113470577, -0.7057156193981909, 3.0377607032521336e-06, 5.146609553901769e-06]",0,positiv_x
picture_126.jpg,"[-0.005661054305780349, -0.5554428198119848, 0.10003564526483871, -0.7084942185921229, -0.7057166159967114, 9.145871594244383e-06, 6.636288641960507e-06]",0,positiv_x
picture_127.jpg,"[-0.005276104572310568, -0.5554326167943112, 0.10001098631170469, -0.7084815964527341, -0.7057292873301152, -8.490842801934247e-06, 2.0499232342443548e-05]",0,positiv_x
picture_128.jpg,"[-0.004976654210950115, -0.555441706280745, 0.10003622934488698, -0.7084831221691299, -0.7057277559962594, 1.7660014005834976e-06, 3.8532253472906724e-06]",0,positiv_x
picture_129.jpg,"[-0.004618679033152313, -0.5554459464845709, 0.10003637748838956, 0.7084872659825211, 0.7057235959644025, -6.297842128093482e-06, 1.4954669864137036e-07]",0,positiv_x
picture_130.jpg,"[-0.004305671272838679, -0.5554421938100835, 0.10003484291978931, -0.7084957014977595, -0.7057151273201822, 7.693702552626349e-07, 5.483141390294939e-06]",0,positiv_x
picture_131.jpg,"[-0.003938741149215328, -0.5554475573447907, 0.10004505299719013, 0.708479252591841, 0.7057316406436277, -5.811472429808044e-06, 2.754418279962163e-06]",0,positiv_x
picture_132.jpg,"[-0.003630065378414593, -0.5554391368746241, 0.1000334460527047, -0.708494152725298, -0.7057166821616139, -1.0476067069401933e-06, 8.471618116527725e-06]",0,positiv_x
picture_133.jpg,"[-0.0032811630866383503, -0.5554300071527292, 0.10001201735996706, -0.7084916972891689, -0.7057191467951678, -1.0727015431301963e-06, 2.679295497239642e-05]",0,positiv_x
picture_134.jpg,"[-0.0029680421542193983, -0.5554369207787022, 0.10002471297864624, -0.7084752808551905, -0.7057356277074543, 5.088474541930538e-06, 1.3252612247500447e-05]",0,positiv_x
picture_135.jpg,"[-0.002621414168539592, -0.5554297391776539, 0.10002111043661877, -0.7084809454251546, -0.7057299408755392, -7.010741019334695e-07, 2.282094471847237e-05]",0,positiv_x
picture_136.jpg,"[-0.0023227452631713963, -0.5554334642113845, 0.10002788072078467, -0.7084988167289364, -0.7057119995970615, 4.827863025235024e-06, 1.717864132132942e-05]",0,positiv_x
picture_137.jpg,"[-0.0019759139540340954, -0.5554466540955295, 0.10003232903514675, -0.708506053929231, -0.7057047338717671, 1.1284470151095693e-05, 3.044435234856776e-06]",0,positiv_x
picture_138.jpg,"[-0.0016678075031607957, -0.5554441823497643, 0.10003789804242968, -0.7084843218342292, -0.7057265513439868, 1.9529325467674054e-05, 7.862646807390776e-06]",0,positiv_x
picture_139.jpg,"[-0.0012915895675245268, -0.5554387123192074, 0.10002665251660664, -0.7084889159543706, -0.7057219394119074, 5.104252881456613e-06, 1.3283204675644046e-05]",0,positiv_x
picture_140.jpg,"[-0.0009781802562433741, -0.5554418786295158, 0.10003633908966303, 0.7084834317247073, 0.7057274452190501, -5.515928928566855e-06, 2.3977676977849736e-06]",0,positiv_x
picture_141.jpg,"[-0.000613793824358593, -0.5554362347819649, 0.100022468208262, -0.7084898897997383, -0.705720961684107, 7.606884623599236e-07, 1.704802739611749e-05]",0,positiv_x
picture_142.jpg,"[-0.0003119163743118938, -0.5554406895899318, 0.10003243258907546, -0.7084890655168308, -0.705721789212231, 5.924524432268917e-06, 1.546205691582727e-05]",0,positiv_x
picture_143.jpg,"[4.246466273286312e-05, -0.555431760379514, 0.10002333657843437, -0.7085052606130805, -0.7057055301611743, -3.339258009240181e-06, 1.929705264955442e-05]",0,positiv_x
picture_144.jpg,"[0.0003785787174706387, -0.5554364940443156, 0.10003135035521554, -0.7084908540756016, -0.7057199938106378, -4.4773698223391254e-06, 2.662933814847966e-06]",0,positiv_x
picture_145.jpg,"[0.0007061797717158234, -0.5554385863926238, 0.10002242876450484, -0.7085004235726463, -0.7057103865864333, -6.339494345185904e-07, 7.810618157559482e-06]",0,positiv_x
picture_146.jpg,"[0.0010099689187044183, -0.5554295361667285, 0.10000295582431401, -0.7084992908186193, -0.705711523292593, -3.7381306837437338e-06, 2.8063996219281987e-05]",0,positiv_x
